symbol,date,open,high,low,close,volume,ingestion_timestamp,source_system,pipeline_run_id
RELIANCE.NS,2026-02-20,3159.0,3171.68,3135.23,3158.37,5030654,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-02-23,3253.55,3351.09,3185.91,3268.95,6658647,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-02-24,3211.41,3260.05,3152.21,3223.1,6471498,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-02-25,3207.72,3209.33,3177.52,3194.94,4931169,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-02-26,3252.64,3286.03,3197.94,3266.03,5296774,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-02-27,3142.17,3190.54,3081.16,3099.64,8783839,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-02,3191.34,3212.75,3143.13,3168.36,3531343,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-03,3295.19,3337.27,3219.39,3226.72,8883462,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-04,3068.29,3137.76,3008.95,3101.17,5703132,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-05,3239.31,3267.03,3233.88,3254.7,1545657,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-06,3184.17,3259.05,3148.75,3250.79,6021136,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-09,3287.31,3308.29,3250.42,3304.24,2224676,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-10,3388.04,3415.05,3381.27,3404.86,8758815,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-11,3410.75,3434.39,3371.61,3410.82,9844441,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-12,3385.97,3408.65,3293.53,3301.65,253768,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-13,3431.16,3456.4,3431.02,3451.98,2596869,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-16,3532.14,3533.45,3480.28,3527.14,605698,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-17,3481.99,3568.67,3394.87,3549.27,4948463,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-18,3376.25,3458.22,3332.69,3380.18,9567659,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-19,3460.5,3523.18,3396.08,3398.58,1288356,2026-03-22 12:34:26.810490,yfinance,20260322_123426
RELIANCE.NS,2026-03-20,3492.37,3567.35,3395.21,3430.89,7279595,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-02-20,2275.74,2276.5,2246.37,2272.47,1881260,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-02-23,2370.42,2413.63,2359.62,2372.35,4112216,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-02-24,2394.33,2437.15,2371.22,2426.88,9839602,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-02-25,2518.52,2523.21,2493.24,2500.2,4553110,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-02-26,2421.43,2480.52,2410.51,2449.57,5715726,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-02-27,2407.72,2460.5,2399.53,2408.96,5990500,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-02,2322.88,2389.88,2275.44,2325.91,8613278,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-03,2430.94,2439.8,2393.94,2422.76,5364150,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-04,2435.88,2486.85,2404.91,2412.06,4609718,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-05,2345.63,2411.93,2322.45,2364.65,3970655,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-06,2390.08,2412.55,2343.33,2384.21,6971256,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-09,2373.46,2374.53,2362.25,2365.88,7047614,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-10,2410.48,2457.85,2393.72,2435.65,166349,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-11,2493.28,2561.58,2457.63,2560.09,4183732,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-12,2586.66,2601.01,2555.86,2590.97,1189537,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-13,2547.06,2588.28,2502.99,2558.62,6339093,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-16,2564.43,2639.51,2547.18,2631.66,4106986,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-17,2689.91,2693.74,2614.5,2691.63,2034695,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-18,2774.52,2845.39,2727.81,2843.63,1335645,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-19,2796.26,2849.92,2727.81,2774.09,2544550,2026-03-22 12:34:26.810490,yfinance,20260322_123426
TCS.NS,2026-03-20,2680.14,2751.39,2664.04,2714.21,7462420,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-02-20,874.09,891.59,851.94,880.06,6587444,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-02-23,856.31,876.62,853.51,859.32,9894811,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-02-24,830.35,831.25,814.91,822.9,3067992,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-02-25,803.74,803.86,788.71,796.62,5576115,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-02-26,769.8,774.1,767.32,769.8,9037177,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-02-27,749.13,751.47,740.95,747.9,4645071,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-02,752.64,754.35,743.47,745.7,2719626,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-03,708.83,724.76,689.75,718.7,1892908,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-04,737.63,750.7,732.44,746.1,9481479,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-05,748.06,765.41,739.83,765.38,3732552,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-06,801.13,820.44,778.11,789.2,1303534,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-09,827.88,846.37,812.51,818.61,2895253,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-10,816.12,835.09,816.01,820.23,2570306,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-11,812.55,828.47,794.05,804.21,7641026,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-12,839.5,843.04,829.48,836.62,9412060,2026-03-22 12:34:26.810490,yfinance,20260322_123426
HDFCBANK.NS,2026-03-13,869.04,877.34,851.74,856.05,6531219,2026-03-22 12:34:26.810490,yfinance,20260322_123426
