symbol,date,open,high,low,close,volume,ingestion_timestamp,source_system,pipeline_run_id
RELIANCE.NS,2026-02-20,4098.91,4177.39,3981.52,4062.12,527844,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-02-23,4250.25,4326.75,4165.69,4273.04,3377244,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-02-24,4352.26,4420.52,4338.03,4381.58,3174347,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-02-25,4394.25,4419.73,4393.04,4402.3,2019431,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-02-26,4440.15,4570.0,4333.77,4427.99,571845,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-02-27,4270.76,4354.15,4195.83,4336.16,237595,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-02,4178.14,4298.5,4066.34,4181.86,1628219,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-03,4386.03,4486.43,4367.88,4480.51,6416509,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-04,4512.6,4589.45,4402.47,4448.75,7923123,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-05,4274.19,4334.13,4151.56,4182.31,7566835,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-06,4035.47,4110.87,3963.35,4104.21,7280763,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-09,4226.19,4252.89,4134.83,4141.42,2767715,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-10,4155.48,4163.84,4108.63,4134.87,9908570,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-11,3999.26,4071.74,3886.93,4054.39,524031,2026-03-22 11:01:33.207953,yfinance,20260322_110133
RELIANCE.NS,2026-03-12,4172.68,4280.09,4145.17,4187.45,843876,2026-03-22 11:01:33.207953,yfinance,20260322_110133
