symbol,date,open,high,low,close,volume,ingestion_timestamp,source_system,pipeline_run_id
RELIANCE.NS,2026-02-20,2907.56,2981.25,2821.41,2860.35,6141530,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-02-23,2955.1,3034.97,2874.48,2934.43,2550951,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-02-24,2983.21,3041.16,2905.29,3025.65,6491366,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-02-25,2998.64,3037.25,2990.77,3018.83,1601290,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-02-26,2903.67,2914.23,2831.56,2905.02,4527658,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-02-27,2984.52,3045.03,2910.84,2977.85,9941040,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-02,3124.29,3150.84,3061.69,3114.45,8609203,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-03,3068.92,3075.93,3067.02,3073.7,9003689,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-04,3085.3,3172.34,3041.99,3080.92,7888951,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-05,3092.63,3139.1,3056.28,3128.5,3545533,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-06,3136.0,3189.4,3132.5,3179.23,9953775,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-09,3305.7,3389.63,3223.46,3347.64,4722013,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-10,3428.04,3476.21,3399.52,3408.8,7443195,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-11,3531.32,3604.67,3461.73,3600.84,4872507,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-12,3551.38,3552.24,3522.02,3548.95,2483918,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-13,3524.14,3627.95,3515.24,3556.93,3627431,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-16,3690.47,3784.32,3581.06,3609.11,4304474,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-17,3647.88,3689.83,3560.97,3651.9,4448662,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-18,3605.86,3615.37,3561.46,3586.5,8229926,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-19,3523.24,3535.53,3477.37,3504.01,8277845,2026-03-22 12:53:17.673768,yfinance,20260322_125317
RELIANCE.NS,2026-03-20,3331.81,3376.92,3253.04,3273.12,7442742,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-02-20,3270.85,3351.09,3263.32,3308.89,3543221,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-02-23,3306.44,3368.35,3303.85,3365.14,835825,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-02-24,3271.17,3362.44,3209.17,3239.1,9102150,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-02-25,3361.03,3433.25,3318.88,3348.9,2600019,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-02-26,3261.17,3357.86,3232.51,3348.26,3261332,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-02-27,3446.85,3493.32,3393.02,3481.97,8326584,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-02,3510.15,3512.47,3441.66,3451.39,5389448,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-03,3308.18,3373.24,3283.5,3348.93,1181604,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-04,3419.82,3437.06,3337.94,3431.32,6834006,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-05,3581.79,3653.08,3507.14,3590.39,185025,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-06,3662.7,3706.93,3606.19,3619.73,6842922,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-09,3623.44,3729.66,3571.5,3691.54,8688136,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-10,3687.93,3793.27,3606.94,3676.35,3735685,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-11,3569.25,3608.92,3474.86,3515.54,3980830,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-12,3690.17,3748.93,3671.92,3703.49,2354558,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-13,3736.44,3841.55,3658.79,3723.68,5718564,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-16,3886.67,3899.74,3848.35,3852.38,9393428,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-17,3928.59,3955.42,3925.77,3928.16,4335380,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-18,3978.27,4044.75,3969.5,4026.29,4010447,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-19,3874.97,3901.79,3824.73,3831.12,3282658,2026-03-22 12:53:17.673768,yfinance,20260322_125317
TCS.NS,2026-03-20,3767.68,3782.61,3681.04,3738.08,1883912,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-02-20,710.55,716.71,702.12,706.5,4651461,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-02-23,740.06,761.87,730.0,755.4,3756309,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-02-24,764.49,774.38,747.53,765.8,2472645,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-02-25,753.38,770.39,735.42,760.55,1753653,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-02-26,726.99,742.97,714.79,729.02,7772218,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-02-27,728.22,728.91,718.22,719.95,9325093,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-03-02,729.5,748.9,715.55,732.37,126439,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-03-03,728.42,746.69,713.15,717.84,6835585,2026-03-22 12:53:17.673768,yfinance,20260322_125317
HDFCBANK.NS,2026-03-04,752.53,763.78,749.19,763.52,5659510,2026-03-22 12:53:17.673768,yfinance,20260322_125317
